time_x,local_date,sensor_id,pm10_x,pm25_x,no2_x,o3,so2,co_conc,nmvoc,no,time_y,pm10_y,pm25_y,no2_y,latitude,longitude
13,2023-10-19 13:00:00,4926,8.393358,4.2530723,5.716285,42.836433,0.5110223,170.37886,12.365076,1.3553678,13,16.4,6.58,5.0,51.01628,2.582323
14,2023-10-19 14:00:00,4926,9.188054,4.1643195,5.1976457,48.665234,0.58645356,163.48619,12.444568,1.3443336,14,23.4,7.99,8.0,51.01628,2.582323
15,2023-10-19 15:00:00,4926,8.680827,4.3746433,5.861324,51.125053,0.565592,166.87735,12.041478,0.9085852,15,14.4,5.64,5.0,51.01628,2.582323
16,2023-10-19 16:00:00,4926,10.420267,5.370481,7.342369,51.433743,0.9220429,168.0319,11.719517,0.56024873,16,9.9,4.7,5.0,51.01628,2.582323
17,2023-10-19 17:00:00,4926,10.8993845,5.5388794,10.004441,46.34714,0.99407417,160.0497,12.24004,0.19144863,17,10.4,4.7,4.5,51.01628,2.582323
18,2023-10-19 18:00:00,4926,11.621524,5.675588,11.4856615,40.461914,1.1727223,158.09758,12.324573,0.09265477,18,10.4,4.7,3.5,51.01628,2.582323
19,2023-10-19 19:00:00,4926,11.176709,5.6232066,10.306408,37.5355,1.1331025,160.37123,12.149622,0.0814282,19,11.9,4.7,4.5,51.01628,2.582323
20,2023-10-19 20:00:00,4926,11.349925,6.0225887,10.024763,35.405167,1.2144312,164.76538,14.735624,0.0820819,20,13.9,5.64,6.0,51.01628,2.582323
6,2023-10-20 06:00:00,4926,8.101283,4.7867193,8.340976,32.984814,0.5004921,169.16617,14.847153,0.36925486,6,9.4,4.7,5.5,51.01628,2.582323
7,2023-10-20 07:00:00,4926,8.100875,5.5590873,9.753201,29.702448,0.46020684,172.3838,19.22102,0.35274184,7,8.9,3.76,5.0,51.01628,2.582323
8,2023-10-20 08:00:00,4926,6.1263633,3.9444358,12.005501,36.691803,0.4986041,174.23465,23.23878,0.7613537,8,9.9,3.76,5.0,51.01628,2.582323
9,2023-10-20 09:00:00,4926,4.746665,3.609813,10.367464,45.564903,1.3111902,225.11176,17.269405,0.6845227,9,9.9,4.7,5.5,51.01628,2.582323
10,2023-10-20 10:00:00,4926,4.3875484,2.7749887,10.258373,50.13335,1.7972143,247.00171,13.353699,1.2802596,10,10.4,5.17,8.5,51.01628,2.582323
11,2023-10-20 11:00:00,4926,6.061585,3.5338523,8.5681715,41.99324,1.9499211,220.11452,11.238893,1.1884815,11,11.4,6.11,8.0,51.01628,2.582323
12,2023-10-20 12:00:00,4926,6.391821,3.8498945,8.482487,44.531574,1.8512976,185.24174,11.295379,1.5616027,12,6.9,3.29,4.0,51.01628,2.582323
13,2023-10-20 13:00:00,4926,7.945834,4.66028,7.833164,47.468346,1.9299477,175.51358,9.616354,1.3781242,13,4.9,1.41,3.5,51.01628,2.582323
14,2023-10-20 14:00:00,4926,7.795304,4.431059,7.0782495,56.726692,1.7225801,171.89984,8.20777,1.2461082,14,4.9,1.88,4.5,51.01628,2.582323
15,2023-10-20 15:00:00,4926,6.2573247,3.073406,6.254769,62.96102,1.4268348,174.62753,7.332365,0.8306547,15,9.4,3.29,5.0,51.01628,2.582323
16,2023-10-20 16:00:00,4926,6.5212517,3.0225487,5.6468596,65.12733,1.531589,173.56888,6.6094885,0.54625106,16,7.9,4.23,5.5,51.01628,2.582323
17,2023-10-20 17:00:00,4926,6.0894685,3.0795598,6.906351,65.450455,1.3587861,170.4484,7.377127,0.16564173,17,9.9,5.64,5.0,51.01628,2.582323
18,2023-10-20 18:00:00,4926,7.335578,3.4065745,7.5202465,60.987865,1.2969372,173.25603,7.019561,0.08283596,18,9.9,4.7,4.0,51.01628,2.582323
19,2023-10-20 19:00:00,4926,8.843906,5.465871,7.67578,55.887165,1.3842509,174.16473,7.4465084,0.07918467,19,6.9,3.29,2.5,51.01628,2.582323
20,2023-10-20 20:00:00,4926,10.531721,5.7131853,6.4261217,56.013958,1.178707,168.1002,7.133005,0.065483615,20,5.9,1.88,2.0,51.01628,2.582323
6,2023-10-21 06:00:00,4926,5.1255507,2.4346855,1.6983557,58.18091,1.1914381,172.09654,6.0644445,0.036504135,6,11.4,5.64,3.0,51.01628,2.582323
7,2023-10-21 07:00:00,4926,4.8241777,2.010292,1.837348,58.55327,1.2878445,179.90118,5.9270873,0.13713475,7,10.9,5.64,3.0,51.01628,2.582323
8,2023-10-21 08:00:00,4926,4.9957924,2.0614839,1.8473328,61.118046,1.1495951,179.10753,4.655843,0.25446844,8,9.9,5.17,2.0,51.01628,2.582323
9,2023-10-21 09:00:00,4926,5.0532575,1.942002,1.9199196,65.08827,1.2405508,179.68248,4.0648413,0.2689191,9,7.4,2.82,1.5,51.01628,2.582323
10,2023-10-21 10:00:00,4926,6.0841284,2.3626077,2.1162786,68.45061,1.2369128,176.633,3.8494341,0.28559104,10,5.4,1.88,1.0,51.01628,2.582323
11,2023-10-21 11:00:00,4926,5.012244,2.6743555,2.3507702,67.715164,1.1496013,173.59949,3.8024478,0.27724597,11,4.9,0.94,1.0,51.01628,2.582323
12,2023-10-21 12:00:00,4926,5.6367083,3.0231946,2.6185625,65.803535,1.146816,175.19731,3.847324,0.3179094,12,5.9,1.88,1.0,51.01628,2.582323
13,2023-10-21 13:00:00,4926,6.436598,3.3694234,3.0285113,65.08827,1.0659269,170.93163,4.0638638,0.4005756,13,6.4,1.88,1.0,51.01628,2.582323
14,2023-10-21 14:00:00,4926,5.412212,2.7788446,2.875602,63.52454,1.0822986,172.65256,4.3629165,0.3752022,14,7.4,1.88,2.0,51.01628,2.582323
15,2023-10-21 15:00:00,4926,5.042262,3.0672743,2.9630198,62.91176,1.1168587,172.17009,4.658241,0.32909676,15,6.4,2.82,1.5,51.01628,2.582323
16,2023-10-21 16:00:00,4926,5.564314,2.772592,2.9903827,62.232437,1.1441432,178.80797,5.0775595,0.2073648,16,7.4,3.29,2.0,51.01628,2.582323
17,2023-10-21 17:00:00,4926,5.3886385,2.5962095,3.3255076,61.694458,0.9986251,181.91351,7.003383,0.083673514,17,8.4,3.76,2.0,51.01628,2.582323
18,2023-10-21 18:00:00,4926,4.895128,2.4647312,3.0328789,60.142796,0.771253,190.25815,7.813292,0.059536375,18,5.4,2.35,2.0,51.01628,2.582323
19,2023-10-21 19:00:00,4926,3.4197001,1.9627402,2.6078637,56.44477,0.6857596,195.09238,8.528781,0.048629545,19,5.4,2.82,2.0,51.01628,2.582323
20,2023-10-21 20:00:00,4926,3.9116457,1.9395546,2.7941194,48.655964,0.66160053,197.12556,10.014281,0.050931703,20,6.4,2.82,2.0,51.01628,2.582323
6,2023-10-22 06:00:00,4926,8.541275,4.333057,7.2122874,27.544455,4.2449484,207.40224,10.814764,0.12943247,6,9.4,4.23,6.5,51.01628,2.582323
7,2023-10-22 07:00:00,4926,7.872957,3.7046247,5.8764224,36.12041,3.7764213,206.96458,10.687136,0.1787157,7,10.4,4.7,5.0,51.01628,2.582323
8,2023-10-22 08:00:00,4926,7.220411,3.3591576,5.807801,41.127205,3.7541401,207.75746,10.153353,0.5477503,8,8.9,3.76,6.0,51.01628,2.582323
9,2023-10-22 09:00:00,4926,7.295341,3.2136285,6.80241,40.47506,3.9605296,241.50734,10.458343,1.1004885,9,7.9,3.76,4.0,51.01628,2.582323
10,2023-10-22 10:00:00,4926,7.0981455,3.6330934,5.8263545,42.520695,5.118629,268.11526,8.764466,1.6467351,10,8.9,3.76,6.5,51.01628,2.582323
11,2023-10-22 11:00:00,4926,6.750497,3.488281,5.65499,47.351562,5.278714,264.69116,7.7427044,1.7367004,11,7.4,3.29,5.0,51.01628,2.582323
12,2023-10-22 12:00:00,4926,6.5462017,3.6055846,4.9235888,52.60319,5.338431,257.3761,7.5988746,1.608063,12,5.9,1.88,2.0,51.01628,2.582323
13,2023-10-22 13:00:00,4926,6.514199,2.8319733,4.4408345,57.453236,4.788983,259.10272,7.926504,1.3351853,13,8.4,3.29,5.0,51.01628,2.582323
14,2023-10-22 14:00:00,4926,6.2577214,2.8751247,4.4692616,56.585686,4.384802,270.36664,7.5915504,1.3005774,14,7.9,3.29,3.0,51.01628,2.582323
15,2023-10-22 15:00:00,4926,5.888467,2.8750947,4.9695334,57.767082,3.9127634,230.31247,7.6006613,1.0804904,15,6.9,2.82,3.0,51.01628,2.582323
16,2023-10-22 16:00:00,4926,6.300962,2.8335562,5.782597,56.86332,3.8162372,218.90898,6.257655,0.64865446,16,7.4,2.82,2.5,51.01628,2.582323
17,2023-10-22 17:00:00,4926,6.9937096,3.380208,6.1226826,55.59923,3.6653914,217.28471,6.3260717,0.13953638,17,6.4,1.88,2.5,51.01628,2.582323
18,2023-10-22 18:00:00,4926,7.587232,4.1352644,5.404194,51.83392,3.7876546,214.55081,6.7535405,0.082593486,18,6.9,2.82,3.0,51.01628,2.582323
19,2023-10-22 19:00:00,4926,8.896859,5.173888,5.011707,50.80801,3.2862034,206.68222,8.285138,0.06004086,19,6.4,1.88,3.0,51.01628,2.582323
20,2023-10-22 20:00:00,4926,9.121438,5.083649,5.8871474,43.64493,1.717126,186.0973,9.12673,0.06355094,20,5.9,1.88,3.5,51.01628,2.582323
6,2023-10-23 06:00:00,4926,15.193734,9.725454,17.640564,14.073256,1.3387762,209.98096,22.3552,0.51792884,6,25.9,7.52,5.0,51.01628,2.582323
7,2023-10-23 07:00:00,4926,16.9116,11.266225,18.288895,11.413939,1.2815064,209.4667,24.971674,1.3533281,7,16.9,6.58,5.0,51.01628,2.582323
8,2023-10-23 08:00:00,4926,20.582603,12.833731,16.804045,11.401255,1.1027055,203.05217,26.287544,3.079549,8,15.4,7.52,8.0,51.01628,2.582323
9,2023-10-23 09:00:00,4926,19.7941,11.173058,15.679568,15.878442,1.402581,195.27397,25.654594,4.0818124,9,16.4,8.46,12.5,51.01628,2.582323
10,2023-10-23 10:00:00,4926,18.166077,10.728104,15.494951,24.774662,1.4454144,192.32857,22.871483,3.619789,10,17.9,9.4,17.0,51.01628,2.582323
11,2023-10-23 11:00:00,4926,17.588491,10.164053,13.450888,29.309404,1.1465317,181.13496,22.086977,2.8777826,11,20.9,11.75,15.5,51.01628,2.582323
12,2023-10-23 12:00:00,4926,17.582693,9.113702,12.847167,37.31873,0.782606,183.9189,18.597664,2.4004366,12,25.9,14.57,19.0,51.01628,2.582323
13,2023-10-23 13:00:00,4926,16.503464,8.469484,13.2015,41.00687,0.89712507,186.3518,21.859272,2.0864093,13,22.9,10.34,21.0,51.01628,2.582323
14,2023-10-23 14:00:00,4926,15.486121,7.9319873,15.548972,37.464012,0.7495984,204.1387,20.743689,2.4410837,14,24.9,10.81,21.5,51.01628,2.582323
15,2023-10-23 15:00:00,4926,14.61791,7.5870047,17.897892,34.503017,0.7271839,224.43828,21.078407,1.2969395,15,20.9,9.87,17.5,51.01628,2.582323
16,2023-10-23 16:00:00,4926,13.769465,7.155279,20.07559,30.548805,0.5079528,224.30685,20.41033,0.58779645,16,18.9,8.93,16.5,51.01628,2.582323
17,2023-10-23 17:00:00,4926,12.451153,7.3264203,21.104923,28.045208,0.8230128,223.47583,21.885502,0.17587353,17,18.9,8.46,11.5,51.01628,2.582323
18,2023-10-23 18:00:00,4926,14.207955,8.392703,19.888819,27.975275,1.1726655,236.80605,21.985205,0.10567191,18,16.4,7.52,13.5,51.01628,2.582323
19,2023-10-23 19:00:00,4926,12.579733,8.804019,19.494337,27.91029,1.6334556,241.47198,22.56103,0.061945114,19,16.4,7.52,20.0,51.01628,2.582323
20,2023-10-23 20:00:00,4926,13.2265215,10.058923,18.00455,25.36953,1.4515558,234.3179,20.455961,0.052096993,20,15.4,7.05,20.0,51.01628,2.582323
6,2023-10-24 06:00:00,4926,11.505655,8.699885,9.336494,27.645597,0.72871363,202.57162,19.38269,0.39176485,6,17.9,11.75,6.5,51.01628,2.582323
7,2023-10-24 07:00:00,4926,12.0716,8.928566,9.857898,25.738018,0.47049308,191.85805,19.637451,0.3655316,7,13.9,9.4,6.0,51.01628,2.582323
8,2023-10-24 08:00:00,4926,12.816048,8.751726,9.181382,28.298294,0.5996031,183.84026,16.521961,0.5587424,8,14.4,9.87,6.5,51.01628,2.582323
9,2023-10-24 09:00:00,4926,8.875229,5.4809957,8.531241,43.537106,1.0549902,176.75667,14.298366,1.1369075,9,13.9,9.4,5.5,51.01628,2.582323
10,2023-10-24 10:00:00,4926,7.182006,4.5459533,7.679377,47.63856,1.6157602,182.29453,10.324029,1.3383319,10,13.4,8.93,5.5,51.01628,2.582323
11,2023-10-24 11:00:00,4926,7.2379007,4.0299573,6.341356,55.143673,1.8464022,173.73647,9.093494,1.6212447,11,15.4,9.4,6.0,51.01628,2.582323
12,2023-10-24 12:00:00,4926,6.5104012,3.4039316,5.713471,59.55213,2.3971527,185.40182,7.7567897,1.5412196,12,16.9,11.28,5.5,51.01628,2.582323
13,2023-10-24 13:00:00,4926,5.7297406,2.7316425,5.0663004,61.944134,2.1433,174.19809,5.8945093,1.6658363,13,10.4,5.64,4.5,51.01628,2.582323
14,2023-10-24 14:00:00,4926,6.646531,3.033389,4.8945675,65.42576,2.0303447,183.18898,4.962582,1.5496866,14,7.4,4.23,4.5,51.01628,2.582323
15,2023-10-24 15:00:00,4926,6.4169407,3.2471538,6.161827,65.25215,1.8851187,181.5008,5.1604156,1.2825509,15,7.4,3.29,4.0,51.01628,2.582323
16,2023-10-24 16:00:00,4926,5.977883,2.6263165,7.2979856,65.260315,1.467754,178.88437,4.940174,0.54322416,16,6.4,2.35,3.5,51.01628,2.582323
17,2023-10-24 17:00:00,4926,5.6847854,2.7135036,8.16829,62.429203,1.1468481,184.58377,6.086417,0.15138113,17,5.4,1.88,2.0,51.01628,2.582323
6,2023-10-25 06:00:00,4926,9.591317,5.5911756,9.917598,30.72434,0.7869403,166.5388,12.488925,0.17502089,6,13.9,7.52,9.5,51.01628,2.582323
7,2023-10-25 07:00:00,4926,8.951802,5.2101684,9.691871,32.97181,0.82133055,164.34137,13.06595,0.24330404,7,14.9,8.46,8.0,51.01628,2.582323
8,2023-10-25 08:00:00,4926,7.7643332,4.2621336,10.045842,34.87696,0.6766204,161.40282,13.331938,0.4266667,8,13.9,7.52,7.5,51.01628,2.582323
9,2023-10-25 09:00:00,4926,6.1953073,4.000526,9.571805,42.840153,0.68298566,163.23033,13.978038,0.75569063,9,13.9,6.58,7.0,51.01628,2.582323
10,2023-10-25 10:00:00,4926,5.574293,3.2480385,8.69389,49.594936,0.35872602,169.22838,15.343804,0.9004226,10,11.9,5.64,8.5,51.01628,2.582323
11,2023-10-25 11:00:00,4926,5.7523265,3.1946495,10.62311,49.74817,0.60062176,202.96724,17.469088,1.1444713,11,10.9,5.17,8.5,51.01628,2.582323
12,2023-10-25 12:00:00,4926,5.0346785,3.1561246,10.515745,52.056335,0.9213227,219.9412,18.563059,1.532478,12,8.9,3.76,8.5,51.01628,2.582323
13,2023-10-25 13:00:00,4926,5.9083695,3.0380623,11.271651,54.481186,0.6762349,214.01268,18.131035,2.5983903,13,9.4,4.7,9.0,51.01628,2.582323
14,2023-10-25 14:00:00,4926,5.811047,3.208086,13.122056,56.494946,0.60030913,198.98218,17.443121,2.6166162,14,6.4,2.35,4.5,51.01628,2.582323
15,2023-10-25 15:00:00,4926,6.0627704,2.8466508,10.83847,65.08476,0.5259153,180.81319,15.293749,1.3542376,15,4.4,1.88,3.5,51.01628,2.582323
16,2023-10-25 16:00:00,4926,6.7278566,2.2655494,12.044751,63.94111,1.3081234,180.04732,15.206106,0.52659744,16,6.4,1.88,6.0,51.01628,2.582323
17,2023-10-25 17:00:00,4926,7.282593,2.4754584,14.823848,59.50642,0.75399184,189.92932,12.725385,0.14952661,17,5.9,1.88,7.0,51.01628,2.582323
18,2023-10-25 18:00:00,4926,9.797777,3.0862107,14.741096,54.98074,0.9467911,190.85515,13.235031,0.07162271,18,6.4,1.88,6.0,51.01628,2.582323
19,2023-10-25 19:00:00,4926,10.338698,3.9824784,15.699996,48.05767,1.1026983,192.09618,14.037355,0.09043788,19,5.9,1.88,3.0,51.01628,2.582323
20,2023-10-25 20:00:00,4926,10.346187,5.381736,15.449231,40.222664,1.5417143,189.69548,13.178174,0.094530605,20,4.9,1.41,2.5,51.01628,2.582323
6,2023-10-26 06:00:00,4926,17.429556,12.354268,11.400453,23.127083,1.1026899,205.27834,20.024534,0.47455728,6,16.9,10.34,9.0,51.01628,2.582323
7,2023-10-26 07:00:00,4926,16.244041,12.031001,10.026284,22.920118,0.879254,210.81358,21.4951,0.7148628,7,16.9,10.81,6.5,51.01628,2.582323
8,2023-10-26 08:00:00,4926,14.771967,11.027673,12.993278,19.586878,1.0418261,192.19704,23.946335,0.96392226,8,17.9,12.22,8.5,51.01628,2.582323
9,2023-10-26 09:00:00,4926,12.302734,9.263211,13.316701,20.421013,0.99862516,191.65034,25.98938,1.8378259,9,17.9,12.22,10.5,51.01628,2.582323
10,2023-10-26 10:00:00,4926,9.0035095,6.964657,11.814379,25.51208,0.5605898,187.64859,24.669445,2.615716,10,22.9,13.63,9.0,51.01628,2.582323
11,2023-10-26 11:00:00,4926,8.092812,4.663753,9.294298,32.62617,0.69849193,179.39584,16.351873,2.8658981,11,25.4,13.63,8.0,51.01628,2.582323
12,2023-10-26 12:00:00,4926,11.795051,5.561318,6.588293,44.041916,1.6672175,173.22002,8.933896,1.7298396,12,19.4,12.22,10.5,51.01628,2.582323
13,2023-10-26 13:00:00,4926,12.022064,6.252516,4.9629846,57.13973,1.9634854,184.14372,6.528765,1.7266902,13,16.4,9.87,12.0,51.01628,2.582323
14,2023-10-26 14:00:00,4926,14.079459,6.7293515,5.017444,63.49876,2.264983,173.77446,6.262465,1.4725448,14,9.9,5.64,10.5,51.01628,2.582323
15,2023-10-26 15:00:00,4926,11.039503,5.8288136,5.4407964,62.227257,2.0861535,179.84514,5.359795,1.0005081,15,8.4,3.76,7.5,51.01628,2.582323
16,2023-10-26 16:00:00,4926,9.090678,4.8871517,6.4261203,57.326454,1.5262032,176.91733,6.9039145,0.47080562,16,11.4,5.64,4.5,51.01628,2.582323
17,2023-10-26 17:00:00,4926,8.722455,5.265204,8.311119,51.66787,1.3709141,180.49059,8.147375,0.16007107,17,14.9,6.58,4.0,51.01628,2.582323
18,2023-10-26 18:00:00,4926,10.930306,6.320974,8.284619,46.365757,1.5606929,186.3941,9.408015,0.13272938,18,14.4,6.58,2.5,51.01628,2.582323
19,2023-10-26 19:00:00,4926,13.008969,7.687719,7.10159,40.01413,1.0584031,178.84781,10.260818,0.11328894,19,11.4,5.64,3.5,51.01628,2.582323
20,2023-10-26 20:00:00,4926,13.635864,8.277301,7.1339297,40.829037,0.99156237,176.21309,10.707994,0.07770495,20,7.4,3.76,3.5,51.01628,2.582323
6,2023-10-27 06:00:00,4926,7.478544,3.2850926,6.7231197,49.913067,3.5687718,180.2448,6.881326,0.150294,6,8.4,3.76,3.0,51.01628,2.582323
7,2023-10-27 07:00:00,4926,6.027173,2.6755822,7.9462204,56.43894,3.039844,190.8993,8.4612055,0.14293988,7,8.9,3.76,3.0,51.01628,2.582323
8,2023-10-27 08:00:00,4926,5.3333106,1.9449233,5.99772,60.596767,2.9504576,183.3315,9.071644,0.43841907,8,9.9,3.76,2.5,51.01628,2.582323
9,2023-10-27 09:00:00,4926,4.932886,2.2306218,5.9977164,57.72017,2.8425972,173.94788,10.00904,1.1223165,9,11.4,3.76,3.0,51.01628,2.582323
10,2023-10-27 10:00:00,4926,4.9781632,2.439772,5.5892973,60.575985,2.4059994,164.25528,8.4106655,1.1536857,10,8.9,2.82,3.5,51.01628,2.582323
11,2023-10-27 11:00:00,4926,4.362711,1.9521158,4.8838587,63.79787,1.9932714,157.13652,7.031783,1.1234955,11,5.9,1.88,3.5,51.01628,2.582323
12,2023-10-27 12:00:00,4926,4.900185,2.069144,4.871882,64.524376,2.1981635,162.60764,6.0030527,1.2269698,12,4.9,1.41,3.5,51.01628,2.582323
13,2023-10-27 13:00:00,4926,5.7390995,2.5355515,5.077475,67.949295,2.4016545,168.88286,6.2998123,0.9353371,13,5.9,1.88,4.5,51.01628,2.582323
14,2023-10-27 14:00:00,4926,6.9071617,2.5611405,5.0795016,69.76121,3.173085,169.56824,5.301655,0.9623129,14,5.4,1.88,4.5,51.01628,2.582323
15,2023-10-27 15:00:00,4926,6.8980265,3.2319138,5.499303,69.083244,3.218652,170.89821,5.4001565,0.70898664,15,4.4,1.41,3.0,51.01628,2.582323
16,2023-10-27 16:00:00,4926,7.691974,3.870928,6.0633698,68.12871,3.2484593,169.46875,5.406638,0.3454943,16,5.4,1.88,2.5,51.01628,2.582323
17,2023-10-27 17:00:00,4926,6.6282897,3.519104,7.0689406,62.99176,3.0778792,180.42406,5.383209,0.11961276,17,5.9,1.88,2.5,51.01628,2.582323
18,2023-10-27 18:00:00,4926,6.984925,3.8829358,7.2618604,56.189953,2.8013148,177.56012,5.614514,0.07099743,18,6.4,2.35,2.0,51.01628,2.582323
19,2023-10-27 19:00:00,4926,8.5768,4.903717,7.1306396,53.32055,2.4037802,177.22624,6.3767247,0.07003109,19,7.9,2.82,2.0,51.01628,2.582323
20,2023-10-27 20:00:00,4926,10.143079,6.1821256,8.562821,51.182995,2.5072353,181.72104,7.7809663,0.0708269,20,8.4,2.82,2.0,51.01628,2.582323
6,2023-10-28 06:00:00,4926,6.1343117,2.895146,2.4317615,57.081707,1.4515536,167.00711,5.0843167,0.03676348,6,7.9,3.76,2.5,51.01628,2.582323
7,2023-10-28 07:00:00,4926,6.21507,2.8469317,2.5142484,57.00713,1.5352262,168.56187,4.7935414,0.0631104,7,8.4,3.76,2.0,51.01628,2.582323
8,2023-10-28 08:00:00,4926,5.6556077,2.8913136,2.5918102,60.00599,1.6989361,169.24991,4.600755,0.103050016,8,8.4,3.76,2.0,51.01628,2.582323
9,2023-10-28 09:00:00,4926,6.9159913,3.0330987,2.8442037,61.818836,1.5679688,161.5668,4.4069967,0.2550813,9,7.9,3.76,2.0,51.01628,2.582323
10,2023-10-28 10:00:00,4926,9.358991,4.1976285,2.6132925,63.371323,1.888111,167.34702,4.237347,0.4899895,10,7.4,2.82,2.0,51.01628,2.582323
11,2023-10-28 11:00:00,4926,10.678557,5.163542,2.7324915,64.54544,1.755369,168.56197,4.1475077,0.6427875,11,6.9,2.82,1.5,51.01628,2.582323
12,2023-10-28 12:00:00,4926,12.567051,5.798263,2.5691626,67.9493,1.6589184,160.13577,3.9934852,0.70426774,12,5.9,2.82,1.5,51.01628,2.582323
13,2023-10-28 13:00:00,4926,12.972755,6.736045,2.6920617,68.95259,1.5352284,161.75906,3.83322,0.55300534,13,7.4,2.82,2.0,51.01628,2.582323
14,2023-10-28 14:00:00,4926,11.211786,5.541982,2.6284184,65.088264,1.1932571,164.05244,4.281093,0.54734886,14,9.4,4.23,2.0,51.01628,2.582323
15,2023-10-28 15:00:00,4926,8.61654,4.465333,3.4815385,63.02429,1.1896191,165.30606,4.7720203,0.5182699,15,11.4,5.17,2.0,51.01628,2.582323
16,2023-10-28 16:00:00,4926,7.0126123,3.4118557,4.154601,57.78567,0.70214415,167.32974,5.456883,0.20372681,16,13.4,7.05,2.0,51.01628,2.582323
17,2023-10-28 17:00:00,4926,5.815068,3.036618,4.807654,56.053535,1.0859367,166.1565,5.5074053,0.08731149,17,15.9,7.52,2.0,51.01628,2.582323
18,2023-10-28 18:00:00,4926,6.0104003,2.9350939,6.0500016,54.857494,1.0586518,175.40755,5.27035,0.05648815,18,12.9,6.11,2.0,51.01628,2.582323
19,2023-10-28 19:00:00,4926,5.2682867,2.8094175,5.7158294,52.36828,0.9440555,171.92726,7.2007885,0.038170356,19,8.9,4.23,2.5,51.01628,2.582323
20,2023-10-28 20:00:00,4926,4.060932,2.3355055,4.332238,53.923943,1.014996,170.77168,6.598032,0.03902301,20,7.4,3.29,3.5,51.01628,2.582323
6,2023-10-29 06:00:00,4926,7.0393195,3.195735,2.002949,69.003914,1.5050148,155.4665,3.446073,0.021358915,6,6.4,2.35,1.0,51.01628,2.582323
7,2023-10-29 07:00:00,4926,6.2217855,2.3683627,2.14353,67.11161,1.3804424,159.09766,3.7176812,0.0535465,7,6.9,2.82,1.0,51.01628,2.582323
8,2023-10-29 08:00:00,4926,6.5779343,2.6417594,2.1656384,67.26246,1.5576802,158.54832,4.042168,0.15366907,8,7.9,3.29,2.5,51.01628,2.582323
9,2023-10-29 09:00:00,4926,10.390079,3.5209239,1.9955167,67.23404,1.7134755,156.17224,4.2711086,0.24829915,9,6.4,1.88,1.5,51.01628,2.582323
10,2023-10-29 10:00:00,4926,10.619501,4.450118,2.2952216,64.73664,1.4406396,155.97484,4.4937387,0.29831412,10,7.4,2.35,1.0,51.01628,2.582323
11,2023-10-29 11:00:00,4926,10.250268,4.728983,2.4113095,62.942505,1.119787,150.35837,4.479639,0.33776534,11,9.9,4.23,1.0,51.01628,2.582323
12,2023-10-29 12:00:00,4926,9.475117,4.2340155,2.873321,62.227257,0.820389,154.22136,4.954969,0.33247808,12,12.4,5.17,1.5,51.01628,2.582323
13,2023-10-29 13:00:00,4926,7.228838,3.5055654,2.356245,64.0801,1.1241326,151.97849,3.9587858,0.39700124,13,12.9,5.64,2.0,51.01628,2.582323
14,2023-10-29 14:00:00,4926,5.753923,2.3738174,2.2446299,66.91579,1.4444197,154.90878,4.0735364,0.3001333,14,11.4,4.7,2.0,51.01628,2.582323
15,2023-10-29 15:00:00,4926,5.4270062,2.127013,2.3726885,71.60412,1.343551,158.54857,3.6707814,0.2874004,15,7.9,3.76,2.0,51.01628,2.582323
16,2023-10-29 16:00:00,4926,5.729415,1.8112633,2.748041,76.24068,1.41047,156.87968,3.2348628,0.16007107,16,5.4,2.35,1.5,51.01628,2.582323
17,2023-10-29 17:00:00,4926,7.0662465,2.5395443,3.248111,75.62184,1.6380228,158.54854,3.0545514,0.065483615,17,6.4,1.88,1.0,51.01628,2.582323
18,2023-10-29 18:00:00,4926,9.971647,3.97074,3.6548095,68.02159,1.6666561,160.42561,3.5337777,0.049482197,18,5.4,1.41,1.0,51.01628,2.582323
19,2023-10-29 19:00:00,4926,9.167057,3.978613,3.3945754,70.81032,1.563933,165.85303,3.7994936,0.040870417,19,6.9,2.35,2.0,51.01628,2.582323
20,2023-10-29 20:00:00,4926,6.3251886,3.4665263,2.5276196,73.48311,1.4211534,168.3993,4.01031,0.031860735,20,12.9,5.64,3.0,51.01628,2.582323
6,2023-10-30 06:00:00,4926,10.69308,4.7596135,4.355333,48.731853,1.1234853,180.72133,5.8309803,0.1677023,6,9.4,3.76,2.0,51.01628,2.582323
